act_s,count,act
"R/W THE PROVISION OF FAMILY COURT ACT",1,14119
"R/W/S ORDER 20 RULE 18 (2) OF C.P.C",1,14120
"R/w Sec.",13,14121
"R/w Sec. 24 of Mohammadan Law",3,14122
"R/w sec 36 of Arbition and conciliation Act 1996",46,14123
"RAILWAY ACT",5845,14124
"RAILWAY ACT 1989",4829,14125
"RAILWAY ACT 2003",5,14126
"RAILWAY ACT 2003 AMENDMENT",19,14127
"RAILWAY ACT 446 (3) OF CRPC",4,14128
"RAILWAY PROPERTY (UNLAWFUL POSSESSION) ACT",1792,14129
"RAILWAY PROPERTY (UNLAWFUL POSSESSION) ACT, 1966",947,14130
"RAILWAY PROTECTION FORCE ACT",10,14131
"RAILWAY PROTECTION FORCE ACT,1957",412,14132
"RAILWAYS ACT",4733,14133
"RAILWAYS ACT, 1989",106503,14134
"RAJ BOVINE ACT",2,14135
"RAJ GAU VANSH ACT 1995",2,14136
"RAJ GAUVANSHIYA ACT",5,14137
"RAJ PANCHAYTIRAJ ADHINIYAM 1994",10,14138
"RAJ PANCHAYTIRAJ NIRVACHAN NIYAM 1984",2,14139
"RAJ PUBLIC EXAMINATION PREVENTION OF UNFAIR MEANS ACT 1992",4,14140
"RAJ SMOKINGT ACT",21,14141
"RAJ. EX. ACT",56,14142
"RAJ. LAND REVENUE ACT.",1,14143
"RAJ. PROHIBITION OF SMOKING AND NON SMOKER HEALTH PROTECTION ACT, 1999",95,14144
"RAJASHTHAN PROHIBITION OF SMOKING AND NON SMOKER PERSONS HEALTH  PROTECTION ACT 2000",75,14145
"RAJASHTHAN PROHIBITION OF SMOKING AND NON SMOKERS HEALTH PROTECTIION ACT",73,14146
"RAJASTHAN  BOVINE ANIMAL PROHIBITION OF SLAUGHTER OF TEMPORARY MIGRATION OR EXPORT ACT 1995",3,14147
"RAJASTHAN AGRICULTURE  DEBT RELIF ACT",97,14148
"RAJASTHAN AGRICULTURE ACT",12,14149
"RAJASTHAN ARMED CONSTABULARY ACT, 1950",9,14150
"RAJASTHAN ARMS (DEPOSIT & FORFEITURE) RULES,1958",26,14151
"RAJASTHAN BIRTH, DEATH AND MARRIAGE REGISTRATION ACT-1958",3,14152
"RAJASTHAN BOVIN ANIMAL PSRTME ACT 1995",2,14153
"RAJASTHAN BOVINE ACT",193,14154
"RAJASTHAN BOVINE ACT 1995",1,14155
"RAJASTHAN BOVINE ANIMAL",8,14156
"RAJASTHAN BOVINE ANIMAL ACT",1,14157
"RAJASTHAN BOVINE ANIMAL ACT 1995",25,14158
"RAJASTHAN BOVINE ANIMAL ACT1995",6,14159
"RAJASTHAN CAMEL (PROHIBITION OF SLAUGHTER AND REGULATION OF TEMPORARY MIGRATION OR EXPORT) ACT, 2015",1,14160
"RAJASTHAN CAMEL BILL 2015",2,14161
"RAJASTHAN CHILDREN ACT, 1970",5,14162
"RAJASTHAN CINEMAS REGULATION ACT 1952",2,14163
"RAJASTHAN CONTROL OF GOONDAS ACT 1975",1,14164
"RAJASTHAN COW ANIMAL ACT,1995",8,14165
"RAJASTHAN DACOITY AFFECTED AREA ACT, 1986",1,14166
"RAJASTHAN DRAMATIC PERFORMANCE AND ENTERTAINMENTS ORDINANCE, 1949",4,14167
"RAJASTHAN ESSENTIAL COMMODITIES ACT, 1960",7,14168
"RAJASTHAN ESSENTIAL SERVICES MAINTENANCE ACT 1970",5,14169
"RAJASTHAN EX.ACT",295,14170
"RAJASTHAN EX.ACT 14/57",2,14171
"RAJASTHAN EX.ACT 16/54",50,14172
"RAJASTHAN EX.ACT 19/54",36,14173
"RAJASTHAN EXCISE",114,14174
"RAJASTHAN EXCISE ACT",1133,14175
"RAJASTHAN EXCISE ACT 16/54",3,14176
"RAJASTHAN EXCISE ACT 19/54",1,14177
"RAJASTHAN EXCISE ACT 1950",3857,14178
"RAJASTHAN EXCISE ACT 20/54",12,14179
"RAJASTHAN EXCISE ACT.1950",389,14180
"RAJASTHAN EXICE ACT",209,14181
"RAJASTHAN FISHERIES ACT 1953",261,14182
"RAJASTHAN FISHES AREA ACT 1953",4,14183
"RAJASTHAN FOREST ACT 1953",60,14184
"RAJASTHAN GIFT GOODS TRADE (UNLAWFUL POSSESSION) ACT 1964",2,14185
"RAJASTHAN GO HATYA NIVARAN ACT 1995",1,14186
"RAJASTHAN GOVANSHIYA  ANIMAL ACT",1,14187
"RAJASTHAN HABITUAL OFFENDERS ACT 1953",2,14188
"RAJASTHAN HOME GUARDS ACT, 1963",6,14189
"RAJASTHAN IDENTIFICATION OF PRISONERS ACT 1956",8,14190
"RAJASTHAN INDUSTRIAL AREA DEVELOPMENT AUTHORITY ACT 1995",7,14191
"RAJASTHAN KRISHI UPAJ VIPNI ACT 1961",2,14192
"RAJASTHAN LAND REVENUE ACT",19,14193
"RAJASTHAN LAND REVENUE ACT 2003",11,14194
"RAJASTHAN MINOR MINERAL CONCESSION RULES, 1986",21,14195
"RAJASTHAN MONUMENTS, ARCHAEOLOGICAL SITES AND ANTIQUITIES ACT, 1961",9,14196
"RAJASTHAN MOTOR VEHICLES RULES 1990",5976,14197
"RAJASTHAN MUNICIPAL ACT 1959",38,14198
"RAJASTHAN MUNICIPALITY ACT 2009",114,14199
"RAJASTHAN NAGAR PALIKA ACT",28,14200
"RAJASTHAN NAGAR PALIKA ACT 2009",614,14201
"RAJASTHAN NAGAR PALIKA ACT, 1959",1,14202
"RAJASTHAN NEWSENCE ACT.",76,14203
"RAJASTHAN NOICE CONTROL ACT",98,14204
"RAJASTHAN NOICE CONTROL ACT 1963",32,14205
"RAJASTHAN NOICE COUNTROL ACT",272,14206
"RAJASTHAN NOICE POLUTION CONTROL ACT",47,14207
"RAJASTHAN NOISE CONTROL",64,14208
"RAJASTHAN NOISE CONTROL ACT",502,14209
"RAJASTHAN NOISE CONTROL ACT 1963",3218,14210
"RAJASTHAN NOISE CONTROL ACT 4/6",51,14211
"RAJASTHAN NOISE POLLUATION ACT",76,14212
"RAJASTHAN NOISE POLLUTION ACT",124,14213
"RAJASTHAN NOISE POLLUTION CONTROL ACT",12,14214
"RAJASTHAN NOISE POLLUTION CONTROL ACT 1963",44,14215
"RAJASTHAN NUISENCE CONTROL ACT",9,14216
"RAJASTHAN OPIUM SMOKING PROHIBITION ACT 1950",299,14217
"RAJASTHAN PANCHAYAT RAJ ADHINIYAM 1994",2,14218
"RAJASTHAN PANCHAYATI  RAJ  ACT, 1994",1,14219
"RAJASTHAN PANCHAYATI RAJ ACT",11,14220
"RAJASTHAN PANCHAYATI RAJ ACT 1994",74,14221
"RAJASTHAN PANCHYAT RAJ. ADHINIYAM 1994 AND RULE 80",3,14222
"RAJASTHAN PANCHYATI RAJ ACT ELECTION RULES 1994",57,14223
"RAJASTHAN POLICE (INCITEMENT TO DISAFFECTION) ACT 1979",24,14224
"RAJASTHAN POLICE ACT 2007",59,14225
"RAJASTHAN POLICE ACT, 2007",720,14226
"RAJASTHAN POLLUTION ACT 1963",37,14227
"RAJASTHAN PREMISES CONTROL OF RENT AND EVICTION ACT",6,14228
"RAJASTHAN PREMISES CONTROL OF RENT AND EVICTION ACT, 1950",1,14229
"RAJASTHAN PRESERVATION OF CERTAIN ANIMALS ACT 1950",19,14230
"RAJASTHAN PREVENTION OF ANTI SOCIAL ACTIVITIES ACT 2006",8,14231
"RAJASTHAN PREVENTION OF DEFACEMENT OF PROPERTY 2006",72,14232
"RAJASTHAN PREVENTION OF DEFACEMENT OF PROPERTY ACT 2006",7,14233
"RAJASTHAN PREVENTION OF GAMBLING ACT",62,14234
"RAJASTHAN PREVENTION OF GAMBLING OFFENCE",29,14235
"RAJASTHAN PREVENTION OF GAMBLING ORDINANCE",1082,14236
"RAJASTHAN PREVENTION OF GAMBLING ORDINANCE 1949",521,14237
"RAJASTHAN PREVENTION OF JUVENILES SMOKING ACT, 1950",133,14238
"RAJASTHAN PREVENTION OF MRITUBHOJ ACT 1960",9,14239
"RAJASTHAN PREVENTION OF SMOKING ACT",31,14240
"RAJASTHAN PREVENTION OF WITCH HUNTING ACT 2015",2,14241
"RAJASTHAN PREVENTION OF WITCH-HUNTING ACT-2015",1,14242
"RAJASTHAN PRISONERS ACT 1960",4,14243
"RAJASTHAN PROHIBITION ACT 1969",3,14244
"RAJASTHAN PROHIBITION OF SMOKING  AND NON SMOKERS HEALTH PROTECTION ACT",17,14245
"RAJASTHAN PROHIBITION OF SMOKING AND NON SMOKER HEALTH PROTECTION ACT 2000",51,14246
"RAJASTHAN PROHIBITION OF SMOKING AND NON SMOKERS HEALTH PROTECTIUON ACT-2000",3,14247
"RAJASTHAN PROHIBITION OF SMOKINGAND NON SMOKERS HEALTH PROTECTION ACT,2000",3,14248
"RAJASTHAN PUBLIC EXAMINATION ACT- 1992",13,14249
"RAJASTHAN PUBLIC EXAMINATION POUM ACT 1992",5,14250
"RAJASTHAN PUBLIC EXAMINATION(PREVENTION OF UNFAIRMEANS) ACT, 1992",1,14251
"RAJASTHAN PUBLIC GAMBALING ORDINANCE",212,14252
"RAJASTHAN PUBLIC GAMBLING ORDINANCE (RPGO)",267,14253
"RAJASTHAN PUBLIC GAMBLING ORDINANCE 1949",6299,14254
"RAJASTHAN PUBLIC GAMBLING ORDINANCE ACT",37,14255
"RAJASTHAN PUBLIC GAMBLING ORDINANCE ACT (RPGO)",55,14256
"RAJASTHAN PUBLIC GAMBLING ORDINANCE ACT. (RPGO)",975,14257
"RAJASTHAN PUBLIC GAMBLING ORDINANCE,1949",266,14258
"RAJASTHAN PUBLIC PARK ACT, 1956",3,14259
"RAJASTHAN PUBLIC PREMISES (EVICTION OF UNAUTHORISED OCCUPANTS) ACT, 1964",1,14260
"RAJASTHAN PUBLIC TRUST ACT 1959",2,14261
"RAJASTHAN RELIEF OF AGRICULTURAL INDEBTEDNESS ACT 1957",44,14262
"RAJASTHAN RELIEF OF AGRICULTURAL INDEBTEDNESS ACT, 1957",5,14263
"RAJASTHAN RENT CONTROL ACT",213,14264
"RAJASTHAN RENT CONTROL ACT 2001",692,14265
"RAJASTHAN RENT CONTROL ACT, 2001",1,14266
"RAJASTHAN RENT CONTROL ACT. 2001",339,14267
"RAJASTHAN RIGHT TO INFORMATION ACT-2000",1,14268
"RAJASTHAN TENANCY ACT 1955",39,14269
"RAJASTHAN TOURISM TRADE (FACILATION AND REGULATION) ACT 2010",47,14270
"RAJASTHAN VIDEO FILM (REGULATION OF EXHIBITION) ACT 1990",7,14271
"RAJASTHAN VOICE ACT,1963",61,14272
"RAJASTHAN WILD ANIMALS & BIRDS PROTECTION ACT 1951",14,14273
"RAJSTHAN PRE EMPTION ACT 1966",2,14274
"RB Act",4,14275
"RBA ACT",252,14276
"RBD ACT",327,14277
"RBI Act",2,14278
"RBO Act",9,14279
"RC Act 2001 Order 9 , Sec. 6",30,14280
"RC Act 2001 Sec. 6, Sec. 9 KA,CH,JH",8,14281
"RC Act 2001, 20 A",16,14282
"RCOVERY OF ARREARS OF RENT",1,14283
"RE",92,14284
"RECOVERY OF DEBTS DUE TO BANKS AND FINANCIAL INSTITUTIONS ACT",773,14285
"RECOVERY OF DEBTS DUE TO BANKS AND FINANCIAL INSTITUTIONS ACT, 1993",6189,14286
"RECOVERY OF EARNEST MONEY",3,14287
"RECOVERY SUIT",244,14288
"REGI. OF TRADE COMMERCE PRODUCTS SUPPLY DISTRIBUTION OF CIGARETTE & OTHER TOBACCO PRODUCT 2003",2,14289
"REGISTRATION ACT",22,14290
"REGISTRATION ACT, 1908",282,14291
"REGISTRATION OF BIRTH",1127,14292
"REGISTRATION OF BIRTHS & DEATHS ACT,1969",203,14293
"REGISTRATION OF BIRTHS AND DEATHS ACT",280757,14294
"REGISTRATION OF BIRTHS AND DEATHS ACT, 1969",61423,14295
"REGISTRATION OF DEATH, 1969",19,14296
"REGISTRATION OF FOREIGNERS ACT, 1939",18,14297
"REGUAL APPEAL UNDER ORDER XLI RULES 1 AND 2 RW SEC 151 OF CPC",1,14298
"REGULAR APPEAL U/S 96 R/W 46 RULE 1 OF CPC",15,14299
"REGULATION OF EMPLOYMENT AND CONDITIONS OF SERVICE",1,14300
"REGULATION OF PRODUCTION, SUPPLY AND DISTRIBUTION ACT, 1975.",3,14301
"RELIEF IN ATTENDANCE CONDITION",15,14302
"RELIGIOUS INST.(PREV.OF MISUSE)ACT,1988",516,14303
"RENT ACT",9,14304
"RENT CONTROL ACT",20,14305
"RENT CONTROL ACT.",174,14306
"RENT TRIBUNAL ACT 2001",149,14307
"REPORT",8,14308
"REPRESENTATION OF PEOPE ACT",3,14309
"REPRESENTATION OF PEOPLE ACT",40,14310
"REPRESENTATION OF PEOPLE ACT 1951",1,14311
"REPRESENTATION OF PEOPLE ACT 1951 AND 1988",45,14312
"REPRESENTATION OF PEOPLE ACT u/S 130",3,14313
"REPRESENTATION OF PEOPLE ACT, 1951",12,14314
"REPRESENTATION OF PEOPLES ACT 1951 AND 1988",2,14315
"REPRESENTATION OF PEPOLE ACT",3,14316
"REPRESENTATION OF THE PEOPLE ACT, 1951",118,14317
"REPRESENTATIVE OF PEOPLE ACT.",1,14318
"REPRESNTATION OF PEOPLE ACT 1951 AND 1988",1,14319
"REQUISITIONING AND ACQUISITION OF IMMOVABLE PROPERTY ACT, 1952",65,14320
"RESHMA Act1970",1,14321
"RESM Act 1970",109,14322
"RESTITUTION OF CONJUGAL RIGHT",17,14323
"RESTITUTION OF CONJUGAL RIGHT ACT",1,14324
"RESTITUTION OF CONJUGAL RIGHTS",42,14325
"RESTORATAION OR DER 9 RUL 4 CPC",3,14326
"RESTORATION OF COMPLAINT",3,14327
"RESTORAtion OR DER 9 RUL 4 CPC",1,14328
"RETURN OF PROPERTY",3075,14329
"RETURNED OF PROPERTY",1063,14330
"REVIEW PETITION U/O 47 RULE 1 OF CPC",13,14331
"REVIEW PETITION U/OR.XLVLII RULE  1  R/2. 151 C.P.C.",1,14332
"REVIEW PETITION UNDER ORDER 47 RULE 1 C.P.C.",1,14333
"REVISION",2,14334
"REVISIONS",1,14335
"REx. Act.",17,14336
"RFCT LARR Act 2013",1,14337
"RFCTLAR AND R ACT 2013",129,14338
"RFCTLAR AND R Act",61,14339
"RFCTLAR and R Act-2013",7,14340
"RFCTLARR ACT 2013 SEC 64 OF LA ACT",3,14341
"RFO ACT 1972 COL 9,27,29,31,50,51",6,14342
"RFP ACT",48,14343
"RIGHT TO FAIR CIMPENSATION AND TRANSPARENCY IN LAND ACQISITION, REHABILITATION AND RESETTELEMENT ACT",3,14344
"RIGHT TO FAIR COMPENSATION AND TRANSFERANCY IN LAND ACQUISITON REHABILITATION AND RE-SETTELEMENT ACT",90,14345
"RIGHT TO INFORMATION",19,14346
"RIGHT TO INFORMATION ACT",25,14347
"RIGHT TO INFORMATION ACT, 2005",153,14348
"RNC",915,14349
"RNC ACT",1550,14350
"RNC Act",78,14351
"RNC Act 1963",151,14352
"RNC act",43,14353
"RNGET Act 1989",5332,14354
"ROP",2,14355
"RP (UP) Amendment Act 2012",1,14356
"RP Act",54,14357
"RP UP ACT",48,14358
"RP UP Act 1966",196,14359
"RP UP Act.",18,14360
"RP UP Amended Act, 2012",2,14361
"RP(UP)",1,14362
"RP(UP) Act",697,14363
"RP.UP Act",19,14364
"RPC",34610,14365
"RPC 1",17,14366
"RPC 302",1,14367
"RPC 341",1,14368
"RPC 376, 363, 447",1,14369
"RPC 435,109",4,14370
"RPC 447",1,14371
"RPC 504",12,14372
"RPC 87",1,14373
"RPC ACT",1540,14374
"RPC Act",729,14375
"RPC.",3844,14376
"RPDP",42,14377
"RPF",39,14378
"RPF ACT",8,14379
"RPF Act",1,14380
"RPGC Act",2,14381
"RPGO",3221,14382
"RPGO ACT",1272,14383
"RPGO Act",237,14384
"RPGO Act 1949",1639,14385
"RPGO Act.",1,14386
"RPGO act",75,14387
"RPRP ACT 2006",4,14388
"RPS & NHPS Act",386,14389
"RPS and NHP",32,14390
"RPSNSHP",16,14391
"RPUP ACT",9,14392
"RSA",1,14393
"RSEB ACT",2,14394
"RTI ACT 2005",41,14395
"RTI Act",17,14396
"RTI Act 2005",58,14397
"RTT Facilitation and Regulation Act 2010",44,14398
"RULE 100 IMV R/W 177 IMV ACT, SEC 134 IMV R/W 177 ACT, SEC 130 CALUSE 1 R/W 177 IMV ACT",35,14399
"RULE 100 OF KMV ACT R/W 177 IMV ACT",1,14400
"RULE 14(A)(B)R/W177 RULE 13(R)(2)R/W177 RULE 13(R)(2)R/W 177 CMV 115 R/W 190(2) RULE 13(R)(4)IMV ACT",1,14401
"RULE 230 R/W 177 IMV ACT AND CMV RULE 115 R/W 190(2) IMV ACT",3,14402
"RULE 230(A) 128 119 R/W 177 IMV ACT",1,14403
"Railway  Act",100,14404
"Railway Act",34902,14405
"Railway Act 174",733,14406
"Railway Act Central",1719,14407
"Railway Act, 1939",1,14408
"Railway Act, 1989",152061,14409
"Railway Act,1989",52996,14410
"Railway Act.",283,14411
"Railway Act159",1,14412
"Railway Act1989",73,14413
"Railway Claims Tribunal Act",4413,14414
"Railway Claims Tribunal Act, 1987",1,14415
"Railway Companies (Emergency Provisions) Act",140,14416
"Railway II Amendment Act 2003",1358,14417
"Railway Police",365,14418
"Railway Property (Unlawful Possession) Act",9962,14419
"Railway Property (Unlawful Possession) Act 1966",2383,14420
"Railway Property - Unlawful Possession  Act 1966",4,14421
"Railway Property Act  - Unlawful",15,14422
"Railway Property Act (Unlawful)",1637,14423
"Railway Property Act Unlawful",22,14424
"Railway Property Act(Amandment-2012)",1,14425
"Railway Property Act, 1966 Unlawfull Possession",188,14426
"Railway Property Unlawful Possession Act",33,14427
"Railway Property Unlawful Possession Act 1966",89,14428
"Railway Property Unlawful Possession Act, 1966",44,14429
"Railway Property(Unlawful Possession) Act 1966",3882,14430
"Railway Property(Unlawful Possession) Act 1966\",1390,14431
"Railway PropertyUnlawful Possession Act 1966",3,14432
"Railway Protection Force",490,14433
"Railway Protection Force (Amendment) Act",2023,14434
"Railway Protection Force (Amendment) Act 1985",1,14435
"Railway Protection Force Act",12751,14436
"Railway Protection Force Act 1957",7,14437
"Railway Protection Force Act, 1957",136,14438
"Railway Protection Force Amendment Act",8,14439
"Railway Servant's Pass Rule",1,14440
"Railway Services Pension Rules",3,14441
"Railway act",1023,14442
"RailwayClaimsTribunalAct",134,14443
"RailwayCompanies(EmergencyProvisions)Act",11,14444
"RailwayProperty(UnlawfulPossession)Act",510,14445
"RailwayProtectionForce(Amendment)Act",328,14446
"RailwayProtectionForceAct",1470,14447
"Railways (Extent of Monetary Liability and Prescription of Percentage Charge) Rules",5,14448
"Railways (Local Authorities&#039; Taxation) Act",20,14449
"Railways (Local Authorities' Taxation) Act",88,14450
"Railways Act",386674,14451
"Railways Act  1989",1371,14452
"Railways Act 1989",7994,14453
"Railways Act 1989  \",1351,14454
"Railways Act 1989\",43174,14455
"Railways Employment of Members of the Armed Forces Act",166,14456
"Railways Employment of Members of the Armed Forces Act 1965",1,14457
"Railways Local Authorities Taxation Act",1,14458
"Railways(LocalAuthoritiesTaxation)Act",10,14459
"RailwaysAct",3957,14460
"RailwaysEmploymentofMembersoftheArmedForcesAct",8,14461
"Raipur and Khattra Laws Act",13,14462
"Raj Bovine Animal Act",15,14463
"Raj Van Upaj Niyam 1983",7,14464
"Raj prohibition of smoking and non smokers health protection act 200",132,14465
"Raj relif of agricultur indetness act 1957",23,14466
"Raj. Agricultural Produce Market Act 1961",2,14467
"Raj. Agriculture Debt Relief Act",4,14468
